id,description,en,fr
integrations.activatetext,This will activate the client,This will activate the client,Cela va activer le client
integrations.active,Label for active integration,Active,Actif
integrations.birth,Label for birth,Birth,Naissance
integrations.childDetails,Label for child details,Child's details,information de l'enfant
integrations.childDetailsNoPII,Label for child details no PII,Childs Details (No PII),information  de l'enfant (pas de PII)
integrations.client.type,Label for type of client,Type,Type
integrations.clientDetails,Label for the client details menu item and dialog title,Client details,Détails du client
integrations.clientId,Label for client Id,Client ID,ID du client
integrations.clientName,Heading for the client name field in the details dialog,Client name,Nom du client
integrations.clientSecret,Label for client secret,Client secret,Secret du client
integrations.copy,Label for the text Copy,Copy,copie
integrations.createClient,Label for the button creating client,Create client,Créer un client
integrations.createdOn,Label showing when an integration was created (no user info),Created {date},Créé le {date}
integrations.createdOnBy,Label showing when an integration was created and by whom,Created {date} by {user},Créé le {date} par {user}
integrations.deactivate,Label for deactivate option,Deactivate,Désactiver
integrations.deactivate.client,Label for deactivate client option,Deactivate client?,Désactiver le client?
integrations.deactivate.status,Label for deactivate client,Client deactivated,Client désactivé
integrations.deactivatetext,This will deactivate the client,This will deactivate the client,Cela va désactiver le client
integrations.death,Label for death,Death,Décès
integrations.deathEventDetails,Label for death event details,Death event details,Détails de l'événement de décès
integrations.deceasedDetails,Label for Deceased details,Deceased's details,information du défunt
integrations.delete,Label for delete option,Delete,Supprimer
integrations.deleteSystemMsg,Label for system deletion success message,System has been deleted successfully,Le système a été supprimé avec succès
integrations.deleteSystemText,Label for system delete description,This will delete the system,Cela supprimera le système
integrations.disable,Label for disable option,Disable,Désactiver
integrations.documentDetails,Label for document details,Document details,Détails du document
integrations.enable,Label for enable option,Enable,Activé
integrations.error,Label for error option,Something went wrong,Quelque chose a mal tourné
integrations.eventNotificationDescription,Label for  health notification description,"An event notification client (eg. hospital) can send a partial notification or a full declaration of a birth or death in the HL7 FHIR standard to OpenCRVS for processing. For more information, visit:","Un client de notification (par exemple un hôpital) peut envoyer une notification partielle ou une déclaration complète d'une naissance ou d'un décès dans la norme HL7 FHIR à OpenCRVS pour traitement. Pour plus d'informations, consultez le site :"
integrations.fatherDetails,Label for fathers details,Father's details,Information du père
integrations.fatherDetailsNoPII,Label for fathers details no PII,Fathers Details (No PII),Information du père (pas de PII)
integrations.inactive,Label for inactive integration,Inactive,Inactif
integrations.informantDetails,Label for informant details,Informant's details,Information de l'informateur
integrations.informantDetailsNoPII,Label for informant details no PII,Informant Details (No PII),information del'informateur (pas de PII)
integrations.integratingSystemType,Label for integrating system type,System,Système
integrations.integratingSystemTypeAlertMosip,Label for alert when selecting MOSIP type,"When ""MOSIP"" National ID type is enabled, all forms require MOSIP E-Signet authentication. The MOSIP Token Seeder and OpenCRVS webhook compatible MOSIP Mediator must be installed. For more information, visit:","Lorsque le type d'identification nationale ""MOSIP"" est activé, tous les formulaires requièrent l'authentification E-Signet. est activé, tous les formulaires requièrent l'authentification MOSIP E-Signet. Le MOSIP Token Seeder et le médiateur MOSIP compatible avec le webhook OpenCRVS doivent être installés. Pour plus d'informations, visitez le site:"
integrations.integratingSystemTypeAlertOther,Label for alert when selecting other type,"When ""Other"" National ID is enabled, the default OpenCRVS National ID webhook mediator must be installed. For more information, visit:","Lorsque l'option ""Other ID"" est activée, le médiateur OpenCRVS National ID par défaut doit être installé. Pour plus d'informations, visitez le site:"
integrations.integratingSystemTypeMosip,"Integrating system type option ""MOSIP"",""MOSIP",MOSIP,
integrations.integratingSystemTypeOther,"Integrating system type option ""Other"",""Other",Autres,
integrations.label,Label,Label,Étiquette
integrations.loading,Label for loading option,Loading,Chargement
integrations.motherDetails,Label for mothers details,Mother's details,Information de la mère
integrations.motherDetailsNoPII,Label for mothers details no PII,Mothers Details (No PII),informationd ela mère (pas de PII)
integrations.name,Label for name input,Name,Nom
integrations.nationalIDName,Label for name input for National ID,Name,Nom
integrations.newIntegrationDescription,Description to help user fill name and type of a new integration client,Add a unique name and select the type of client you would like to create,Ajoutez un nom unique et sélectionnez le type de client que vous souhaitez créer
integrations.pageIntroduction,Label for the text integration page intorduction,"For each new client that needs to integrate with OpenCRVS you can create unique client IDs. A number of integration use cases are currently supported, based on both API and webhook technologies.","Pour chaque nouveau client qui doit s'intégrer à OpenCRVS, vous pouvez créer des identifiants client uniques. Un certain nombre de cas d'utilisation de l'intégration sont actuellement pris en charge, sur la base des technologies API et webhook"
integrations.pageTitle,Title for integrations page,Integrations,Intégrations
integrations.recordSearchDescription,Label for  record search description,"A Record search client can perform an advanced search on OpenCRVS data. For more information, visit:","Un client de recherche d'enregistrements peut effectuer une recherche avancée sur les données OpenCRVS. Pour plus d'informations, visitez :"
integrations.registrationDetailsnNoPII,Label for registration details no PII,Registration Details (No PII),Détails de l'enregistrement (pas de PII)
integrations.revealKeys,Label for reveal keys option,Reveal Keys,Montrer clés de décodage
integrations.scopes,Heading for the scopes list in the client details dialog,Scopes,Autorisations
integrations.shaSecret,Label for SHA secret,SHA secret,SHA Secret
integrations.type,Labels for integration types,"{type, select, HEALTH {Health integration} NATIONAL_ID {National ID} RECORD_SEARCH {Record search} other {Custom}}","{type, select, HEALTH {Intégration de la santé} NATIONAL_ID {Identité nationale} RECORD_SEARCH {Recherche d'enregistrements} other {Personnalisé}}"
integrations.uniqueKeyDescription,Label for the unique key description,These unique keys will be required by the client integrating...,Ces clés uniques seront requises par l'interface du système
integrations.updatePermissionsMsg,Label for update permissions message,Permissions update successfully,Mise à jour des permissions avec succès
messages.emptyString,Empty string, ,
misc.createDescription,The description displayed while creating a PIN,Choose a PIN that doesn't have 4 repeating digits or sequential numbers,Choisissez un code PIN qui ne comporte pas 4 chiffres répétitifs ou des numéros séquentiels.
misc.createTitle,The title displayed while creating a PIN,Create a PIN,Créer un code PIN
misc.newPass.header,New Password header,Choose a new password,Choisissez un nouveau mot de passe
misc.newPass.instruction,New Password instruction,"Create a unique password - one that you don't use for other websites or applications. A secure and easy to remember passphrase could include three random words, while avoiding the use of personal info.","Créez un mot de passe unique, que vous n'utilisez pas pour d'autres sites web ou applications. Une phrase de passe sûre et facile à retenir pourrait inclure trois mots aléatoires, tout en évitant d'utiliser des informations personnelles."
misc.notif.draftsSaved,The message that appears in notification when save drafts button is clicked,Your draft has been saved,Votre brouillon a été enregistré
misc.notif.duplicateRecord,Label for when a duplicate record is detected when registering a record.,{trackingId} is a potential duplicate. Record is ready for review.,{trackingId} est un doublon potentiel. L'enregistrement est prêt à être examiné.
misc.notif.emailAllUsersError,Label for Email all users error toast,Only one email can be sent per day,Un seul e-mail peut être envoyé par jour
misc.notif.emailAllUsersSuccess,Label for Email all users success toast,Email sent to all users,Email envoyé à tous les utilisateurs
misc.notif.offlineError,The message that appears in notification when a new user creation fails in offline mode,Offline. Try again when reconnected,Hors ligne. Réessayez une fois reconnecté
